Experiment Name,Experiment Type,Experiment Link,Start Date,Status,Days,Maximum Number of Days,Maximum Percentage of Users,Impressions
Auto ads experiment for technicaltutorialsmedia.blogspot.com,Auto ads,www.google.com/adsense/new/u/0/pub-5852811689484306/opt/experiments/detail/pubex-abhzxyzjlomffyy4lbde533vdvq5hvkk5injhqjq,"Jul 18, 2021",Running,0,90,50,0
